word vector file:		GiTuCo.filt.uniq.stemB.format_S_Rcuspod.samp44p_w5_v200_mc10_i5_cbow.w2v.vec
corpus file:			GiTuCo.filt.uniq.stemB.sample
input file:				_arg_verb_list_50x100
minimum sample size:	30
minimum context size:	15
window size:			20
filters:				cuspod
is keyword included?	true
PCA variance threshold:	0.45
number of threads:		8

arg	verb	sample size	argComp	verbComp	phraseAvgComp	phrasePCAcomp
yeniK:0	say:v	null	null	null	null	null
haksız:5	say:v	null	null	null	null	null
haksız:0	say:v	null	null	null	null	null
sigortalı:0	say:v	null	null	null	null	null
vecT:0	say:v	null	null	null	null	null
hakaret:0	say:v	null	null	null	null	null
meşru:0	say:v	null	null	null	null	null
hük$üm:5	say:v	null	null	null	null	null
başarı:0	say:v	null	null	null	null	null
oy:0	say:v	null	null	null	null	null
başarılı:0	say:v	null	null	null	null	null
çırpı:5	say:v	null	null	null	null	null
sever:0	say:v	null	null	null	null	null
büyüK:1	say:v	null	null	null	null	null
zül0:0	say:v	null	null	null	null	null
hükümsüz:0	say:v	null	null	null	null	null
para:0	say:v	null	null	null	null	null
şafaK:0	say:v	null	null	null	null	null
mağluP:0	say:v	null	null	null	null	null
mübah:0	say:v	null	null	null	null	null
gün:0	say:v	1	null	null	null	null
malûl:0	say:v	null	null	null	null	null
günah:0	say:v	null	null	null	null	null
is$im:1	say:v	null	null	null	null	null
müstafi:0	say:v	null	null	null	null	null
yenil:v	say:v	null	null	null	null	null
fasulye:3	say:v	null	null	null	null	null
ayıP:0	say:v	null	null	null	null	null
lokma:1	say:v	null	null	null	null	null
yer:5	say:v	null	null	null	null	null
sürpriz:0	say:v	null	null	null	null	null
süre:3	say:v	null	null	null	null	null
sayı:0	say:v	null	null	null	null	null
normâl:0	say:v	null	null	null	null	null
ibadethane:0	say:v	null	null	null	null	null
delil:0	say:v	null	null	null	null	null
sev:v	say:v	null	null	null	null	null
başlangıÇ:0	say:v	null	null	null	null	null
başarısız:0	say:v	null	null	null	null	null
ara:5	say:v	null	null	null	null	null
ad:1	say:v	null	null	null	null	null
istisna:1	say:v	null	null	null	null	null
kıdem:3	say:v	null	null	null	null	null
is$im:0	say:v	null	null	null	null	null
makbûl:0	say:v	null	null	null	null	null
üşen:v	say:v	null	null	null	null	null
meziyet:0	say:v	null	null	null	null	null
sebeP:0	say:v	null	null	null	null	null
kalori:0	say:v	null	null	null	null	null
galiP:0	say:v	null	null	null	null	null
mesai:3	say:v	null	null	null	null	null
gösterge:0	say:v	null	null	null	null	null
uğursuz:0	say:v	null	null	null	null	null
istisna:0	say:v	null	null	null	null	null
makûl:0	say:v	null	null	null	null	null
haram:0	say:v	null	null	null	null	null
mekruh:0	say:v	null	null	null	null	null
nimet:0	say:v	null	null	null	null	null
bilE:v	say:v	null	null	null	null	null
şafaK:1	say:v	null	null	null	null	null
alamet:0	say:v	null	null	null	null	null
zekat:2	say:v	null	null	null	null	null
özelliK:1	say:v	null	null	null	null	null
insan:3	say:v	null	null	null	null	null
suçlu:0	say:v	null	null	null	null	null
şehiT:0	say:v	null	null	null	null	null
örneK:0	say:v	null	null	null	null	null
maharet:0	say:v	null	null	null	null	null
milaT:0	say:v	null	null	null	null	null
fayans:0	say:v	null	null	null	null	null
marifet:3	say:v	null	null	null	null	null
geri:2	say:v	null	null	null	null	null
mazeretli:0	say:v	null	null	null	null	null
kadro:1	say:v	null	null	null	null	null
delili:0	say:v	null	null	null	null	null
paracıK:1	say:v	null	null	null	null	null
muteber:0	say:v	1	null	null	null	null
iltifat:0	say:v	null	null	null	null	null
ata:0	say:v	null	null	null	null	null
mazeret:0	say:v	null	null	null	null	null
il:v	seç:v	2	null	null	null	null
özenlE:v	seç:v	null	null	null	null	null
başkanlıK:2	seç:v	null	null	null	null	null
milletvekili&:0	seç:v	null	null	null	null	null
başkan:0	seç:v	null	null	null	null	null
kara:1	seç:v	null	null	null	null	null
cumhurbaşkanı&:0	seç:v	1	null	null	null	null
bir:1	seç:v	null	null	null	null	null
hangi:1	seç:v	null	null	null	null	null
yol:1	seç:v	null	null	null	null	null
oy:4	seç:v	null	null	null	null	null
ara:3	seç:v	null	null	null	null	null
üyeliK:2	seç:v	null	null	null	null	null
cumhurbaşkanı&:1	seç:v	null	null	null	null	null
başkan:1	seç:v	null	null	null	null	null
seçeneK:1	seç:v	null	null	null	null	null
halkoyu&:4	seç:v	null	null	null	null	null
yol:0	seç:v	null	null	null	null	null
cumhurbaşkanlığı&:2	seç:v	null	null	null	null	null
öğrenci:0	seç:v	1	null	null	null	null
taraf:1	seç:v	null	null	null	null	null
seç:v	seç:v	null	null	null	null	null
mesleK:0	seç:v	null	null	null	null	null
cımbızlE:v	seç:v	1	null	null	null	null
halk:0	seç:v	1	null	null	null	null
iyi:1	seç:v	null	null	null	null	null
şık0:1	seç:v	null	null	null	null	null
hedef:0	seç:v	1	null	null	null	null
hızlan:v	seç:v	null	null	null	null	null
taraf:3	seç:v	null	null	null	null	null
irade:4	seç:v	null	null	null	null	null
kataloĞ:3	seç:v	null	null	null	null	null
takım:1	seç:v	null	null	null	null	null
uygun:1	seç:v	null	null	null	null	null
koleksiyon:3	seç:v	null	null	null	null	null
mesleK:1	seç:v	null	null	null	null	null
sekreterliK:2	seç:v	null	null	null	null	null
yöntem:1	seç:v	null	null	null	null	null
tane:1	seç:v	null	null	null	null	null
takım:2	seç:v	null	null	null	null	null
kolay:1	seç:v	null	null	null	null	null
oyuncu:0	seç:v	null	null	null	null	null
oylE:v	seç:v	null	null	null	null	null
personel:0	seç:v	null	null	null	null	null
tur:5	seç:v	null	null	null	null	null
üye:1	seç:v	null	null	null	null	null
saf:1	seç:v	null	null	null	null	null
yönetici:1	seç:v	null	null	null	null	null
eş:v	seç:v	null	null	null	null	null
rektör:1	seç:v	null	null	null	null	null
müslümanlıK:0	seç:v	null	null	null	null	null
liste:3	seç:v	null	null	null	null	null
kendi&:0	seç:v	null	null	null	null	null
kişi:1	seç:v	null	null	null	null	null
kurulu:2	seç:v	1	null	null	null	null
vekil:1	seç:v	null	null	null	null	null
kürtçe:6	seç:v	null	null	null	null	null
yıllıK:2	seç:v	null	null	null	null	null
şiir:0	seç:v	null	null	null	null	null
papa:0	seç:v	null	null	null	null	null
vekil:0	seç:v	null	null	null	null	null
güzel:1	seç:v	null	null	null	null	null
üye:0	seç:v	null	null	null	null	null
en:1	seç:v	null	null	null	null	null
karpuz:0	seç:v	null	null	null	null	null
seçeneK:0	seç:v	null	null	null	null	null
aday:0	seç:v	null	null	null	null	null
turgay:0	seç:v	null	null	null	null	null
temsilci:1	seç:v	null	null	null	null	null
müftü:1	seç:v	null	null	null	null	null
hekim:1	seç:v	null	null	null	null	null
cumhurbaşkanı&:7	seç:v	null	null	null	null	null
aday:1	seç:v	null	null	null	null	null
ol:v	seç:v	null	null	null	null	null
halef:1	seç:v	null	null	null	null	null
konsül:0	seç:v	null	null	null	null	null
kötü:1	seç:v	null	null	null	null	null
iç:3	seç:v	null	null	null	null	null
görev:2	seç:v	null	null	null	null	null
kurulu:7	seç:v	null	null	null	null	null
kongre:7	seç:v	null	null	null	null	null
sıradan:0	seç:v	null	null	null	null	null
asbaşkanlıK:2	seç:v	null	null	null	null	null
kurban:0	seç:v	null	null	null	null	null
dini:1	seç:v	null	null	null	null	null
papa:1	seç:v	null	null	null	null	null
kurul:7	seç:v	null	null	null	null	null
lider:1	seç:v	null	null	null	null	null
milletvekilliği&:2	seç:v	null	null	null	null	null
bölüm:0	seç:v	null	null	null	null	null
parlamento:2	seç:v	null	null	null	null	null
is$im:0	seç:v	1	null	null	null	null
delege:0	seç:v	null	null	null	null	null
mebus:0	seç:v	null	null	null	null	null
doğalıK:0	seç:v	null	null	null	null	null
kim:0	seç:v	null	null	null	null	null
sen:1	seç:v	null	null	null	null	null
kelime:0	seç:v	null	null	null	null	null
beş:2	seç:v	null	null	null	null	null
kıyafet:0	seç:v	1	null	null	null	null
sen:1	sev:v	null	null	null	null	null
divit:0	sev:v	null	null	null	null	null
allah:1	sev:v	null	null	null	null	null
en:0	sev:v	2	null	null	null	null
sev:v	sev:v	1	null	null	null	null
göz:1	sev:v	null	null	null	null	null
vatan:1	sev:v	null	null	null	null	null
hiç:0	sev:v	null	null	null	null	null
ben:1	sev:v	null	null	null	null	null
birbiri&:1	sev:v	null	null	null	null	null
tebessüm:0	sev:v	1	null	null	null	null
siz:1	sev:v	null	null	null	null	null
millet:1	sev:v	null	null	null	null	null
on:0	sev:v	null	null	null	null	null
bir:1	sev:v	null	null	null	null	null
karşılıksız:0	sev:v	null	null	null	null	null
merT:0	sev:v	null	null	null	null	null
kimse:1	sev:v	null	null	null	null	null
başka:1	sev:v	null	null	null	null	null
ülke:1	sev:v	null	null	null	null	null
kendi&:1	sev:v	null	null	null	null	null
ihtimali:1	sev:v	null	null	null	null	null
iş:1	sev:v	null	null	null	null	null
vatani:1	sev:v	null	null	null	null	null
kedi:0	sev:v	null	null	null	null	null
hayvan:0	sev:v	null	null	null	null	null
sever:0	sev:v	1	null	null	null	null
neY:1	sev:v	null	null	null	null	null
ankara:1	sev:v	null	null	null	null	null
koşulsuz:0	sev:v	null	null	null	null	null
tutku:4	sev:v	1	null	null	null	null
tarz:1	sev:v	null	null	null	null	null
tülsü:1	sev:v	null	null	null	null	null
doğa:1	sev:v	null	null	null	null	null
delice:2	sev:v	null	null	null	null	null
film:1	sev:v	null	null	null	null	null
elma:1	sev:v	null	null	null	null	null
ali:1	sev:v	null	null	null	null	null
insan:0	sev:v	null	null	null	null	null
dizi:1	sev:v	null	null	null	null	null
mesleK:1	sev:v	null	null	null	null	null
şarkı:1	sev:v	null	null	null	null	null
memleket:1	sev:v	null	null	null	null	null
kedi:1	sev:v	null	null	null	null	null
sinema:1	sev:v	null	null	null	null	null
delice:0	sev:v	null	null	null	null	null
tipi:1	sev:v	null	null	null	null	null
eldivenlE:v	sev:v	null	null	null	null	null
biz:1	sev:v	null	null	null	null	null
aşklE:v	sev:v	null	null	null	null	null
zerre:0	sev:v	null	null	null	null	null
gön$ül:3	sev:v	null	null	null	null	null
taraf:3	sev:v	1	null	null	null	null
taT:1	sev:v	null	null	null	null	null
müziK:1	sev:v	null	null	null	null	null
koku:1	sev:v	null	null	null	null	null
mevsim:1	sev:v	null	null	null	null	null
tür:1	sev:v	null	null	null	null	null
kanarya:0	sev:v	null	null	null	null	null
eş:1	sev:v	null	null	null	null	null
torun:1	sev:v	null	null	null	null	null
insan:1	sev:v	null	null	null	null	null
futbol:0	sev:v	null	null	null	null	null
küçüK:1	sev:v	null	null	null	null	null
anne:1	sev:v	null	null	null	null	null
sosyete:6	sev:v	null	null	null	null	null
yalnızlıK:0	sev:v	null	null	null	null	null
hala:0	sev:v	null	null	null	null	null
hali:4	sev:v	null	null	null	null	null
can:1	sev:v	null	null	null	null	null
çocuK:1	sev:v	null	null	null	null	null
çıkarsız:0	sev:v	null	null	null	null	null
macera:1	sev:v	null	null	null	null	null
koca:1	sev:v	null	null	null	null	null
kusur:4	sev:v	null	null	null	null	null
aklı:1	sev:v	null	null	null	null	null
baba:1	sev:v	null	null	null	null	null
koşulsuz:7	sev:v	null	null	null	null	null
karakter:1	sev:v	null	null	null	null	null
neY:0	sev:v	null	null	null	null	null
kadın:0	sev:v	null	null	null	null	null
fazlE:v	sev:v	null	null	null	null	null
beklentisiz:0	sev:v	null	null	null	null	null
herkes:1	sev:v	null	null	null	null	null
köpeK:0	sev:v	null	null	null	null	null
kalbi:4	sev:v	null	null	null	null	null
kimse:0	sev:v	null	null	null	null	null
neden:0	sev:v	null	null	null	null	null
kişi:1	sev:v	null	null	null	null	null
gül:0	sev:v	null	null	null	null	null
aile:1	sev:v	null	null	null	null	null
müziK:0	sev:v	1	null	null	null	null
tanı:v	sev:v	null	null	null	null	null
çıkarsız:7	sev:v	null	null	null	null	null
ben:0	sev:v	null	null	null	null	null
torun:0	sev:v	null	null	null	null	null
abartı:1	sev:v	null	null	null	null	null
herkes:6	sev:v	null	null	null	null	null
dinlE:v	sev:v	null	null	null	null	null
muhabbet:1	sev:v	null	null	null	null	null
göt:2	sok:v	null	null	null	null	null
çomaK:0	sok:v	null	null	null	null	null
zor:2	sok:v	2	null	null	null	null
göz:2	sok:v	null	null	null	null	null
devre:2	sok:v	1	null	null	null	null
laf:0	sok:v	2	null	null	null	null
sıkıntı:2	sok:v	null	null	null	null	null
bur$un:1	sok:v	null	null	null	null	null
stres:2	sok:v	null	null	null	null	null
kalıP:2	sok:v	null	null	null	null	null
bela:2	sok:v	null	null	null	null	null
diP:2	sok:v	null	null	null	null	null
kriz:2	sok:v	null	null	null	null	null
şeklE:v	sok:v	1	null	null	null	null
koma:2	sok:v	null	null	null	null	null
tehlike:2	sok:v	1	null	null	null	null
düzen:2	sok:v	null	null	null	null	null
depresyon:2	sok:v	null	null	null	null	null
çıkmaz:2	sok:v	1	null	null	null	null
iç:2	sok:v	null	null	null	null	null
nifak:0	sok:v	null	null	null	null	null
bunalım:2	sok:v	null	null	null	null	null
şok:2	sok:v	null	null	null	null	null
kategori:2	sok:v	null	null	null	null	null
hiza:2	sok:v	null	null	null	null	null
oyun:2	sok:v	null	null	null	null	null
durum:2	sok:v	null	null	null	null	null
deliK:2	sok:v	null	null	null	null	null
havas:2	sok:v	null	null	null	null	null
günah:2	sok:v	null	null	null	null	null
meclis:2	sok:v	null	null	null	null	null
arı:0	sok:v	null	null	null	null	null
altın:2	sok:v	null	null	null	null	null
dolaşım:2	sok:v	null	null	null	null	null
nere:2	sok:v	null	null	null	null	null
hale:0	sok:v	1	null	null	null	null
zarar:2	sok:v	null	null	null	null	null
kıç:2	sok:v	null	null	null	null	null
kılıf:2	sok:v	null	null	null	null	null
hava:2	sok:v	null	null	null	null	null
içeri:0	sok:v	null	null	null	null	null
pozisyon:2	sok:v	null	null	null	null	null
duş:2	sok:v	null	null	null	null	null
hâl0:2	sok:v	null	null	null	null	null
sok:v	sok:v	null	null	null	null	null
ağ$ız:2	sok:v	null	null	null	null	null
cendere:2	sok:v	null	null	null	null	null
derT:2	sok:v	null	null	null	null	null
şek$il:2	sok:v	null	null	null	null	null
ara:2	sok:v	null	null	null	null	null
kın:2	sok:v	null	null	null	null	null
pabuÇ:2	sok:v	null	null	null	null	null
kılıK:2	sok:v	null	null	null	null	null
döngü:2	sok:v	null	null	null	null	null
cebin:2	sok:v	null	null	null	null	null
hizmet:2	sok:v	null	null	null	null	null
borÇ:2	sok:v	null	null	null	null	null
sınıf:2	sok:v	null	null	null	null	null
psikoloji:2	sok:v	null	null	null	null	null
üçlüK:0	sok:v	null	null	null	null	null
bur$un:2	sok:v	1	null	null	null	null
beklenti:2	sok:v	null	null	null	null	null
seklE:v	sok:v	null	null	null	null	null
konum:2	sok:v	null	null	null	null	null
risk:2	sok:v	null	null	null	null	null
pota:2	sok:v	null	null	null	null	null
suY:2	sok:v	null	null	null	null	null
baş:1	sok:v	null	null	null	null	null
hayat:2	sok:v	null	null	null	null	null
gözE:v	sok:v	null	null	null	null	null
tedavül:2	sok:v	null	null	null	null	null
şut:0	sok:v	null	null	null	null	null
içeri:2	sok:v	null	null	null	null	null
çarşaf:2	sok:v	null	null	null	null	null
ceP:2	sok:v	null	null	null	null	null
fitne:0	sok:v	null	null	null	null	null
trans:2	sok:v	null	null	null	null	null
literatür:2	sok:v	null	null	null	null	null
bey$in:2	sok:v	null	null	null	null	null
sik:v	sok:v	null	null	null	null	null
şort:2	sok:v	null	null	null	null	null
vizyon:2	sok:v	null	null	null	null	null
kompleks:2	sok:v	null	null	null	null	null
kafa:2	sok:v	null	null	null	null	null
parmaK:1	sok:v	null	null	null	null	null
koy$un:2	sok:v	null	null	null	null	null
masraf:2	sok:v	null	null	null	null	null
taraf:2	sok:v	null	null	null	null	null
potas:2	sok:v	null	null	null	null	null
buhran:2	sok:v	null	null	null	null	null
tesettür:2	sok:v	null	null	null	null	null
ikilem:2	sok:v	null	null	null	null	null
sekilE:v	sok:v	null	null	null	null	null
sınav:2	sok:v	null	null	null	null	null
el:1	sok:v	null	null	null	null	null
bataK:2	sok:v	null	null	null	null	null
gösterim:2	sok:v	null	null	null	null	null
priz:2	sok:v	null	null	null	null	null
biçim:2	sok:v	null	null	null	null	null
testi:2	sok:v	null	null	null	null	null
soru:1	sor:v	null	null	null	null	null
soru:v	sor:v	4	null	null	null	null
soru:0	sor:v	2	null	null	null	null
hesaP:0	sor:v	1	null	null	null	null
hatır:1	sor:v	null	null	null	null	null
hesaP:1	sor:v	null	null	null	null	null
ben:2	sor:v	null	null	null	null	null
hatır:0	sor:v	null	null	null	null	null
kendi&:2	sor:v	null	null	null	null	null
kim:2	sor:v	null	null	null	null	null
neden:1	sor:v	null	null	null	null	null
şu&:1	sor:v	null	null	null	null	null
fikri:1	sor:v	null	null	null	null	null
sebeP:1	sor:v	null	null	null	null	null
adres:0	sor:v	null	null	null	null	null
adam:2	sor:v	null	null	null	null	null
râb0:2	sor:v	null	null	null	null	null
ulema:2	sor:v	null	null	null	null	null
suâl:0	sor:v	null	null	null	null	null
arkadaş:2	sor:v	null	null	null	null	null
hesaP:6	sor:v	null	null	null	null	null
hoca:2	sor:v	null	null	null	null	null
arE:v	sor:v	null	null	null	null	null
fiyat:1	sor:v	null	null	null	null	null
anne:2	sor:v	null	null	null	null	null
deve:2	sor:v	null	null	null	null	null
baba:2	sor:v	null	null	null	null	null
bektaşi:2	sor:v	null	null	null	null	null
halka:0	sor:v	null	null	null	null	null
kişi:2	sor:v	null	null	null	null	null
hesabi:1	sor:v	null	null	null	null	null
uzman:2	sor:v	null	null	null	null	null
amca:2	sor:v	null	null	null	null	null
sınav:5	sor:v	1	null	null	null	null
akıbet:1	sor:v	null	null	null	null	null
sık:7	sor:v	null	null	null	null	null
dayı:2	sor:v	null	null	null	null	null
durum:1	sor:v	null	null	null	null	null
burcu:1	sor:v	null	null	null	null	null
soru:6	sor:v	null	null	null	null	null
siz:2	sor:v	null	null	null	null	null
görevli:2	sor:v	null	null	null	null	null
kimse:2	sor:v	null	null	null	null	null
sor:v	sor:v	null	null	null	null	null
bey:2	sor:v	null	null	null	null	null
şey:0	sor:v	null	null	null	null	null
onE:v	sor:v	null	null	null	null	null
bir:2	sor:v	null	null	null	null	null
yetkili:2	sor:v	null	null	null	null	null
patalya:1	sor:v	null	null	null	null	null
suâl:1	sor:v	null	null	null	null	null
mesleK:1	sor:v	null	null	null	null	null
on:2	sor:v	null	null	null	null	null
bilmece:0	sor:v	null	null	null	null	null
sen:2	sor:v	null	null	null	null	null
mülakat:5	sor:v	null	null	null	null	null
başbakan:2	sor:v	null	null	null	null	null
toptan:2	sor:v	null	null	null	null	null
tekrar:0	sor:v	null	null	null	null	null
yaş:1	sor:v	null	null	null	null	null
bakan:2	sor:v	null	null	null	null	null
garson:2	sor:v	null	null	null	null	null
hatır:6	sor:v	null	null	null	null	null
esnaf:2	sor:v	null	null	null	null	null
anlam:1	sor:v	null	null	null	null	null
horoz:2	sor:v	null	null	null	null	null
ana:2	sor:v	null	null	null	null	null
biz:2	sor:v	null	null	null	null	null
ısrarlE:v	sor:v	null	null	null	null	null
ad:1	sor:v	null	null	null	null	null
doktor:2	sor:v	null	null	null	null	null
başkan:2	sor:v	null	null	null	null	null
fuzuli:2	sor:v	null	null	null	null	null
abiye:0	sor:v	null	null	null	null	null
bağın:0	sor:v	null	null	null	null	null
dede:2	sor:v	null	null	null	null	null
diyanet:2	sor:v	null	null	null	null	null
olacaK:6	sor:v	null	null	null	null	null
toz:2	sor:v	null	null	null	null	null
hanım:2	sor:v	null	null	null	null	null
bun:0	sor:v	null	null	null	null	null
hiç:0	sor:v	null	null	null	null	null
is$im:1	sor:v	null	null	null	null	null
kadın:2	sor:v	null	null	null	null	null
hukukçu:2	sor:v	null	null	null	null	null
memleket:1	sor:v	null	null	null	null	null
insan:2	sor:v	2	null	null	null	null
vatandaş:2	sor:v	null	null	null	null	null
abi:2	sor:v	null	null	null	null	null
meraklE:v	sor:v	null	null	null	null	null
müdür:2	sor:v	null	null	null	null	null
konuK:2	sor:v	null	null	null	null	null
yazar:2	sor:v	null	null	null	null	null
seyirci:2	sor:v	null	null	null	null	null
kimse:0	sor:v	null	null	null	null	null
sorum:0	sor:v	null	null	null	null	null
fik$ir:1	sor:v	null	null	null	null	null
kayserili:2	sor:v	null	null	null	null	null
bilge:2	sor:v	null	null	null	null	null
defa:7	sor:v	null	null	null	null	null
ileri:0	sür:v	2	null	null	null	null
ön:2	sür:v	3	null	null	null	null
piyasa:2	sür:v	1	null	null	null	null
hük$üm:0	sür:v	null	null	null	null	null
yokuş:2	sür:v	1	null	null	null	null
saha:2	sür:v	1	null	null	null	null
oje:0	sür:v	null	null	null	null	null
sefa:1	sür:v	1	null	null	null	null
iz:1	sür:v	null	null	null	null	null
yağ:v	sür:v	null	null	null	null	null
ruj:0	sür:v	null	null	null	null	null
kısa:0	sür:v	null	null	null	null	null
bisiklet:0	sür:v	null	null	null	null	null
keyfi:1	sür:v	null	null	null	null	null
saât:0	sür:v	null	null	null	null	null
maviliK:2	sür:v	null	null	null	null	null
krem:0	sür:v	null	null	null	null	null
leke:0	sür:v	null	null	null	null	null
yıl:v	sür:v	1	null	null	null	null
saniye:0	sür:v	null	null	null	null	null
test:0	sür:v	null	null	null	null	null
dakika:0	sür:v	1	null	null	null	null
gün:0	sür:v	null	null	null	null	null
sefa:0	sür:v	null	null	null	null	null
ekmeK:2	sür:v	null	null	null	null	null
ay:v	sür:v	null	null	null	null	null
araba:0	sür:v	null	null	null	null	null
hayat:0	sür:v	1	null	null	null	null
rimel:0	sür:v	null	null	null	null	null
ruj:1	sür:v	null	null	null	null	null
tarla:1	sür:v	null	null	null	null	null
tedavi:6	sür:v	null	null	null	null	null
jöle:0	sür:v	null	null	null	null	null
namlu:2	sür:v	null	null	null	null	null
boy:0	sür:v	null	null	null	null	null
cephe:2	sür:v	null	null	null	null	null
nişadır:0	sür:v	null	null	null	null	null
yıl:7	sür:v	1	null	null	null	null
hız:4	sür:v	null	null	null	null	null
yaşam:0	sür:v	1	null	null	null	null
oje:1	sür:v	null	null	null	null	null
tarlE:v	sür:v	null	null	null	null	null
saltanat:0	sür:v	null	null	null	null	null
merhem:0	sür:v	null	null	null	null	null
hafta:0	sür:v	null	null	null	null	null
ağ$ız:2	sür:v	null	null	null	null	null
krem:1	sür:v	null	null	null	null	null
vazelin:0	sür:v	null	null	null	null	null
allıK:0	sür:v	null	null	null	null	null
sorgu:6	sür:v	null	null	null	null	null
al$ın:2	sür:v	null	null	null	null	null
sik:v	sür:v	null	null	null	null	null
tereyağı&:0	sür:v	null	null	null	null	null
top:0	sür:v	null	null	null	null	null
ay:7	sür:v	null	null	null	null	null
tarla:0	sür:v	null	null	null	null	null
parlatıcı:0	sür:v	null	null	null	null	null
fondöten:0	sür:v	null	null	null	null	null
gün:7	sür:v	1	null	null	null	null
otonom:0	sür:v	null	null	null	null	null
desteK:6	sür:v	null	null	null	null	null
soruştur:v	sür:v	null	null	null	null	null
sakatlıK:6	sür:v	null	null	null	null	null
yağı:0	sür:v	null	null	null	null	null
biber:0	sür:v	null	null	null	null	null
hazırlıK:6	sür:v	null	null	null	null	null
istikrar:0	sür:v	null	null	null	null	null
el:1	sür:v	null	null	null	null	null
tentürdiyoT:0	sür:v	null	null	null	null	null
aralıksız:0	sür:v	null	null	null	null	null
öm$ür:0	sür:v	null	null	null	null	null
fırın:2	sür:v	null	null	null	null	null
yıl:0	sür:v	null	null	null	null	null
elim:0	sür:v	null	null	null	null	null
hafta:7	sür:v	null	null	null	null	null
araba:1	sür:v	null	null	null	null	null
cilT:2	sür:v	null	null	null	null	null
görüş:v	sür:v	null	null	null	null	null
ay:0	sür:v	null	null	null	null	null
güvenli:0	sür:v	null	null	null	null	null
sene:0	sür:v	null	null	null	null	null
tartış:v	sür:v	null	null	null	null	null
nemlendirici:0	sür:v	null	null	null	null	null
dudaK:2	sür:v	null	null	null	null	null
takıştır:v	sür:v	null	null	null	null	null
kolonya:0	sür:v	null	null	null	null	null
fazlE:v	sür:v	null	null	null	null	null
yüz:2	sür:v	null	null	null	null	null
sür:v	sür:v	null	null	null	null	null
at:1	sür:v	null	null	null	null	null
bal:0	sür:v	null	null	null	null	null
yankı:0	sür:v	null	null	null	null	null
saât:7	sür:v	null	null	null	null	null
topraK:3	sür:v	null	null	null	null	null
yapıştırıcı:0	sür:v	null	null	null	null	null
salça:0	sür:v	null	null	null	null	null
iz:0	sür:v	null	null	null	null	null
tedavül:2	sür:v	null	null	null	null	null
pazar:2	sür:v	null	null	null	null	null
saçı:2	sür:v	null	null	null	null	null
oruÇ:0	tut:v	2	null	null	null	null
nöbet:0	tut:v	null	null	null	null	null
çanaK:0	tut:v	1	null	null	null	null
nab$ız:1	tut:v	1	null	null	null	null
kol:3	tut:v	1	null	null	null	null
el:5	tut:v	null	null	null	null	null
yas:1	tut:v	null	null	null	null	null
yağmur:2	tut:v	null	null	null	null	null
mesken:0	tut:v	null	null	null	null	null
alkış:0	tut:v	null	null	null	null	null
yol:1	tut:v	null	null	null	null	null
nere:3	tut:v	null	null	null	null	null
nefes:1	tut:v	null	null	null	null	null
yas:v	tut:v	null	null	null	null	null
çetele:1	tut:v	null	null	null	null	null
el:1	tut:v	1	null	null	null	null
sorumlu:0	tut:v	null	null	null	null	null
ışıK:0	tut:v	1	null	null	null	null
uzaK:0	tut:v	1	null	null	null	null
el:3	tut:v	null	null	null	null	null
bombardıman:2	tut:v	null	null	null	null	null
at:v	tut:v	null	null	null	null	null
tazı:2	tut:v	null	null	null	null	null
kafa:0	tut:v	null	null	null	null	null
tempo:0	tut:v	null	null	null	null	null
balıK:0	tut:v	null	null	null	null	null
denge:5	tut:v	null	null	null	null	null
yüz:v	tut:v	null	null	null	null	null
söz:1	tut:v	null	null	null	null	null
gündem:5	tut:v	1	null	null	null	null
altın:5	tut:v	1	null	null	null	null
kulaK:3	tut:v	null	null	null	null	null
plan:5	tut:v	null	null	null	null	null
nasır:0	tut:v	null	null	null	null	null
diri:0	tut:v	null	null	null	null	null
uÇ:3	tut:v	null	null	null	null	null
yer:1	tut:v	null	null	null	null	null
sik:0	tut:v	null	null	null	null	null
minimum:5	tut:v	null	null	null	null	null
form:0	tut:v	null	null	null	null	null
oruÇ:1	tut:v	null	null	null	null	null
saf:0	tut:v	null	null	null	null	null
çetelE:v	tut:v	null	null	null	null	null
zor:0	tut:v	null	null	null	null	null
tutanaK:0	tut:v	null	null	null	null	null
aklı:5	tut:v	null	null	null	null	null
ense:3	tut:v	null	null	null	null	null
saklı:0	tut:v	null	null	null	null	null
taraf:1	tut:v	null	null	null	null	null
çiş:1	tut:v	null	null	null	null	null
ayna:0	tut:v	null	null	null	null	null
basılı:0	tut:v	null	null	null	null	null
sıkı:0	tut:v	null	null	null	null	null
elim:3	tut:v	null	null	null	null	null
ak$ıl:5	tut:v	null	null	null	null	null
buz:0	tut:v	null	null	null	null	null
tasma:1	tut:v	null	null	null	null	null
dik:v	tut:v	1	null	null	null	null
kin:0	tut:v	null	null	null	null	null
yosun:0	tut:v	null	null	null	null	null
muaf:0	tut:v	null	null	null	null	null
uyku:0	tut:v	2	null	null	null	null
kuş:0	tut:v	null	null	null	null	null
elim:0	tut:v	null	null	null	null	null
çene:1	tut:v	null	null	null	null	null
birbiri&:1	tut:v	null	null	null	null	null
üstün:5	tut:v	2	null	null	null	null
saçı:3	tut:v	null	null	null	null	null
kalem:0	tut:v	null	null	null	null	null
top:0	tut:v	null	null	null	null	null
takım:0	tut:v	null	null	null	null	null
nöbet:1	tut:v	null	null	null	null	null
taraf:0	tut:v	1	null	null	null	null
om$uz:3	tut:v	null	null	null	null	null
